reviews,rating
"If your looking for a nice gift this holiday without breaking the bank, this is it. Great responsive tablet with a nice screen good battery life and Amazon echo system. A true bargain",4
Good starter tech equipment for the 8 year old..I am happy with the purchase,4
good table good resoultion its better than the old table version my kids love it,4
"Great nifty kindle that allows you to read books at ease and also use it for other apps to stream shows and movies. Also has its own version on word, excel, and powerpoint which is easy to use",5
Amazon fire was awesome! They are cheap but they work just fine!!! This is my 2nd ones so far great for kids!,5
Great picture and great sound. Really like the tv!,5
Bought these for my kids and they love them. Wi-Fi and Bluetooth compatible.,5
"Nice Tablet, Easy to use and setup. This is most buy.",5
My daughter was very happy she got for her birthday right away put it to work,5
This is a great budget tablet that performs like one 3x as much.,5
Amazon tablets are the best android tablets available.,5
User friendly with so many more features than my older kindle. Love all the color choices and now I can read in the dark next to my sleeping husband!,4
"We love our new tablet. We got it to bring with us for our 2 year old when we go out. For the price we were not worried if something sgould haopen to it. Works great, good speed. Well worth it.",5
My son purchased this. He is happy with it but says that it has been updated and the newer one is better.,4
I thought this for my 8 year old and she loves it.,4
"Kindle fire is an awesome tablet for reading, browsing..Color is amazing",5
"Got this one for black friday, no complains at all, the price its great, and the tablet its worth it, now i connect my fire stick easily",5
Bought two of these as gifts they are well worth it. They withstand falls as well which is a plus.,5
I enjoy having the tablet when I am travelling. Great size.,5
Lol.... the only reason i bought this tablet was so i could load my games from my phone and play them on larger screen but i didnt realize that sonce its an amazon product it wont load google play or support vlash of clans or any other google game a big thumbs down.... i guess im just stuck with a tablet that is useless for me,1
Its a great tablet. Its our 4th one for family purchased.,5
I purchased it for my kid and she liked it. if you don't want to spend much on tablets for kids it is the best product available in the market.,4
Brought it as a Christmas gift and then I fell in love with it after setting it up. small and simple.,4
Bought this for my 9 year. This is the 2nd one he has had because he literally wore the first out.,5
"If you have Amazon Prime, these tablets are a must.",5
"bought several of these again this year for the family as stocking stuffers, best buy had them on sale for $33 ea I can't really dis this tablet it works as intended and keeps the kids entertained. only real con is that you can't cast netflix or youtube. it will only cast Amazon related services, but I have heard that there is a workaround to get it to work. Amazon please release casting features for all services not just yours.",4
